organization_name,lane,org_type,address,city,distance_miles,contact_name,role_target,email,phone,source,verification_status
Willow Road School,School,school,880 Catalpa Drive,Franklin Square,9.69,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Valley Stream North High School,School,school,750 Herman Avenue,Franklin Square,9.69,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 124 Silas B. Dutcher,School,school,,,9.69,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Francis Hospital,Medical,hospital,100 Port Washington Boulevard,Roslyn,9.69,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Number 1 Elementary School,School,school,,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. Allan Kaiser,Medical,doctor,,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Maimonides Doctors,Medical,clinic,550 5th Avenue,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Project Reach Youth,Support Organization,social_facility,,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
14th Street Preschool,School,kindergarten,,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
New York Memory Center,Support Organization,social_facility,,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hudson's House,School,kindergarten,67 Woodhull Street,,9.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Bernard School,School,school,,,9.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Fort Lee School #1,School,school,,,9.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Cobble Hill Playschool,School,kindergarten,653 Hicks Street,,9.72,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Honeydew Drop,School,kindergarten,,,9.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Giocare Play School,School,kindergarten,,,9.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Carroll Gardens Podiatry,Medical,doctor,,,9.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Ditmas Park Rehab & Care Center,Support Organization,social_facility,2107 Ditmas Avenue,Brooklyn,9.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
JCC Brooklyn,School,kindergarten,1224 Prospect Avenue,,9.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Park Slope Schoolhouse,School,kindergarten,556 5th Avenue,,9.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School K146 Brooklyn New School,School,school,610 Henry Street,,9.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Horace Mann Number 9 Elementary School,School,school,,,9.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Advanced Orthopedics,Medical,clinic,133 East Merrick Road,Valley Stream,9.75,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Prompt-MD Urgent Care Center,Medical,clinic,2059 Hudson Street,Fort Lee,9.75,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Bergen Boulevard School,School,school,,,9.75,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Prospect Kids Academy,School,kindergarten,,,9.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
New You Plastic Surgery,Medical,doctors,,,9.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Augustine's School,School,school,,,9.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Christian Heritage Academy,School,school,,,9.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Quality Medical,Medical,clinic,East Merrick Road,Valley Stream,9.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Bright Horizons,School,kindergarten,,,9.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 10,School,school,511 7th Avenue,,9.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
North Bergen High School,School,school,,,9.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Avenue School,School,school,Brooklyn Avenue,Valley Stream,9.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kids-Centric,School,kindergarten,,,9.78,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Southwest Medical Imaging PC,Medical,clinic,141B East Merrick Road,Valley Stream,9.78,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Chai Tots Preschool,School,kindergarten,,,9.78,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,9.79,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Valley Stream Pediatrics,Medical,clinic,167 East Merrick Road,Valley Stream,9.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Stevens Cooperative School,School,school,,,9.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Apple Montessori Schools,School,kindergarten,,,9.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Jefferson Elementary School,School,school,,,9.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Choo Choo Train Project,School,kindergarten,,,9.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Manhattan View,Support Organization,rehabilitation,,,9.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Therapy and Learning Center,School,kindergarten,1723 8th Avenue,,9.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
All Saints Episcopal Day School,School,school,,,9.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hoboken Charter School,School,school,,,9.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
School Playground,School,school,,,9.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kiddie Academy,School,kindergarten,,,9.82,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Palisades Women's Group,Medical,doctors,,,9.82,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
afc Urgent Care,Medical,clinic,,,9.82,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Prospect Hill School,School,school,,,9.82,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Joseph's Medical Practice,Medical,clinic,226 West 238th Street,,9.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
United Sleep Center,Medical,clinic,50 Rose Place,New Hyde Park,9.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
District 15 Pre-K School of Journeys,School,kindergarten,,,9.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Washington School,School,school,,,9.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Medical Arts,Medical,doctors,728 Washington Street,Hoboken,9.84,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
MS 442 School of Innovation,School,school,,,9.84,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
John Street Elementary School,School,school,560 Nassau Boulevard,Franklin Square,9.84,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Prospect Hill School,School,school,17 Clay Avenue,Pelham,9.84,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hoboken Catholic Academy,School,school,,,9.85,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Brescia & Migliaccio, MD, PC",Medical,doctors,,,9.85,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Red Hook Family Health Center,Medical,clinic,,,9.85,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Urban Garden Charter School,School,school,,,9.85,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
DaVita Dialysis,Medical,clinic,133 Mill Street,,9.86,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Urgent Care,Medical,clinic,,,9.86,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lincoln Number 5 Elementary School,School,school,,,9.86,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lawrence High School,School,school,2 Reilly Road,Cedarhurst,9.86,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS53K,School,school,,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
MS 389,School,school,,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Middle School 88,School,school,544 7th Avenue,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Stanley S. Lamm Institute Preschool,School,kindergarten,,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Visitation School,School,school,171 West 239th Street,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Acacia Network,Support Organization,social_facility,561 Court Street,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
KoKo NYC,School,kindergarten,440 19th Street,,9.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 130 Upper School,School,school,,,9.88,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hackensack Radiology,Medical,clinic,,,9.88,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Searingtown Elementary School,School,school,106 Beverly Drive,Albertson,9.88,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Mesilas Bais Yaakov,School,school,420 19th Street,,9.88,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Smart Kds R Us,School,kindergarten,29-31 Kermit Place,,9.88,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 103,School,school,,,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 295,School,school,330 18th Street,,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
MS 443,School,school,330 18th Street,,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Garden City High School,School,school,170 Rockaway Avenue,Garden City,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 203,School,school,5101 Avenue M,Brooklyn,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
One World Project,School,kindergarten,302 Vanderbilt Street,,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Daniel Webster Number 2 Elementary School,School,school,,,9.89,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P53K,School,school,544 7th Avenue,,9.9,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Joseph F. Brandt Middle School,School,school,215 9th St,,9.91,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Carrie P. Weber Middle School,School,school,,,9.91,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Fort Lee High School,School,school,,,9.91,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Our Lady of Liberia School,School,school,,,9.92,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Third Root Community Health Center,Medical,clinic,380 Marlborough Road,Brooklyn,9.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,9.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Summit Academy Charter School,School,school,27 Huntington Street,Brooklyn,9.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Oasis Orthopedic & Spine,Medical,doctors,6000 John F. Kennedy Boulevard,West New York,9.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Long Island Spine Specialist,Medical,clinic,565 Hempstead Turnpike,West Hempstead,9.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Soterios Ellenas Parochial School,School,school,224 18th Street,Brooklyn,9.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Learn & Play Daycare,School,kindergarten,80 Herricks Road,,9.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NY Laser MD,Medical,doctors,289 Hillside Avenue,,9.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Red Hook Neighborhood School,School,school,27 Huntington Street,Brooklyn,9.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 130 Lower School,School,school,70 Ocean Parkway,,9.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
South Salem Elementary School,School,school,,,9.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hellenic Classical Charter School,School,school,646 5th Avenue,,9.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hoboken Integrated Healthcare,Medical,doctors,90 Hudson Street,Hoboken,9.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Former Site of Roslyn–Flower Hill Elementary School,School,school,Center Drive,Roslyn,9.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Red Hook Initiative,Support Organization,social_facility,767 Hicks Street,,9.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 47,School,school,,,9.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Wallace School,School,school,1100 Willow Ave,,9.96,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Mill Basin Yeshiva Academy,School,school,6363 Avenue U,,9.96,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
