organization_name,lane,org_type,address,city,phone,email,website,contact_name,role_target,distance_miles,source,verification_status
Bright Horizons,School,kindergarten,,,,,,,School Social Worker,9.77,OpenStreetMap (Overpass),raw_unverified
Public School 10,School,school,511 7th Avenue,,,,https://www.ps10.org,,School Social Worker,9.77,OpenStreetMap (Overpass),raw_unverified
North Bergen High School,School,school,,,,,,,School Social Worker,9.77,OpenStreetMap (Overpass),raw_unverified
Brooklyn Avenue School,School,school,Brooklyn Avenue,Valley Stream,,,,,School Social Worker,9.77,OpenStreetMap (Overpass),raw_unverified
Kids-Centric,School,kindergarten,,,+1-718-499-8399,,https://www.kids-centric.com,,School Social Worker,9.78,OpenStreetMap (Overpass),raw_unverified
Southwest Medical Imaging PC,Medical,clinic,141B East Merrick Road,Valley Stream,+1-516-825-6500,,,,Pediatric Intake Coordinator,9.78,OpenStreetMap (Overpass),raw_unverified
Chai Tots Preschool,School,kindergarten,,,+1-718-633-3979,,https://www.chaitotspreschool.com,,School Social Worker,9.78,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,+1-718-303-0479,,https://www.citymd.com/urgent-care-locations/ny/bronx/riverdale/021,,Pediatric Intake Coordinator,9.79,OpenStreetMap (Overpass),raw_unverified
Valley Stream Pediatrics,Medical,clinic,167 East Merrick Road,Valley Stream,+1-516-825-3030,,,,Pediatric Intake Coordinator,9.8,OpenStreetMap (Overpass),raw_unverified
Stevens Cooperative School,School,school,,,,,,,School Social Worker,9.8,OpenStreetMap (Overpass),raw_unverified
Apple Montessori Schools,School,kindergarten,,,,,,,School Social Worker,9.8,OpenStreetMap (Overpass),raw_unverified
Jefferson Elementary School,School,school,,,,,,,School Social Worker,9.8,OpenStreetMap (Overpass),raw_unverified
Choo Choo Train Project,School,kindergarten,,,+1-718-797-9050,,https://choochootrainproject.com,,School Social Worker,9.81,OpenStreetMap (Overpass),raw_unverified
Manhattan View,Support Organization,rehabilitation,,,,,,,Program Intake Coordinator,9.81,OpenStreetMap (Overpass),raw_unverified
Therapy and Learning Center,School,kindergarten,1723 8th Avenue,,+1-718-290-2700,,,,School Social Worker,9.81,OpenStreetMap (Overpass),raw_unverified
All Saints Episcopal Day School,School,school,,,,,,,School Social Worker,9.81,OpenStreetMap (Overpass),raw_unverified
Hoboken Charter School,School,school,,,,,,,School Social Worker,9.81,OpenStreetMap (Overpass),raw_unverified
School Playground,School,school,,,,,,,School Social Worker,9.81,OpenStreetMap (Overpass),raw_unverified
Kiddie Academy,School,kindergarten,,,,,,,School Social Worker,9.82,OpenStreetMap (Overpass),raw_unverified
Palisades Women's Group,Medical,doctors,,,,,,,Pediatric Intake Coordinator,9.82,OpenStreetMap (Overpass),raw_unverified
afc Urgent Care,Medical,clinic,,,,,,,Pediatric Intake Coordinator,9.82,OpenStreetMap (Overpass),raw_unverified
Prospect Hill School,School,school,,,,,,,School Social Worker,9.82,OpenStreetMap (Overpass),raw_unverified
Saint Joseph's Medical Practice,Medical,clinic,226 West 238th Street,,,,,,Pediatric Intake Coordinator,9.83,OpenStreetMap (Overpass),raw_unverified
United Sleep Center,Medical,clinic,50 Rose Place,New Hyde Park,,,,,Pediatric Intake Coordinator,9.83,OpenStreetMap (Overpass),raw_unverified
District 15 Pre-K School of Journeys,School,kindergarten,,,+1-718-369-4450,,https://ps10.org/prek_at_k280,,School Social Worker,9.83,OpenStreetMap (Overpass),raw_unverified
Washington School,School,school,,,,,,,School Social Worker,9.83,OpenStreetMap (Overpass),raw_unverified
Medical Arts,Medical,doctors,728 Washington Street,Hoboken,,,,,Pediatric Intake Coordinator,9.84,OpenStreetMap (Overpass),raw_unverified
MS 442 School of Innovation,School,school,,,+1-718-369-4480,,https://www.ms442.org,,School Social Worker,9.84,OpenStreetMap (Overpass),raw_unverified
John Street Elementary School,School,school,560 Nassau Boulevard,Franklin Square,,,,,School Social Worker,9.84,OpenStreetMap (Overpass),raw_unverified
Prospect Hill School,School,school,17 Clay Avenue,Pelham,,,,,School Social Worker,9.84,OpenStreetMap (Overpass),raw_unverified
Hoboken Catholic Academy,School,school,,,,,,,School Social Worker,9.85,OpenStreetMap (Overpass),raw_unverified
"Brescia & Migliaccio, MD, PC",Medical,doctors,,,,,,,Pediatric Intake Coordinator,9.85,OpenStreetMap (Overpass),raw_unverified
Red Hook Family Health Center,Medical,clinic,,,,,,,Pediatric Intake Coordinator,9.85,OpenStreetMap (Overpass),raw_unverified
Brooklyn Urban Garden Charter School,School,school,,,+1-718-280-9556,,https://www.bugsbrooklyn.org,,School Social Worker,9.85,OpenStreetMap (Overpass),raw_unverified
DaVita Dialysis,Medical,clinic,133 Mill Street,,,,https://www.davita.com,,Pediatric Intake Coordinator,9.86,OpenStreetMap (Overpass),raw_unverified
Urgent Care,Medical,clinic,,,,,,,Pediatric Intake Coordinator,9.86,OpenStreetMap (Overpass),raw_unverified
Lincoln Number 5 Elementary School,School,school,,,,,,,School Social Worker,9.86,OpenStreetMap (Overpass),raw_unverified
Lawrence High School,School,school,2 Reilly Road,Cedarhurst,,,,,School Social Worker,9.86,OpenStreetMap (Overpass),raw_unverified
PS53K,School,school,,,+1-718-686-3590,,https://www.p53k.org/p53ms437.html,,School Social Worker,9.87,OpenStreetMap (Overpass),raw_unverified
MS 389,School,school,,,+1-718-686-2730,,https://ms839.org,,School Social Worker,9.87,OpenStreetMap (Overpass),raw_unverified
Middle School 88,School,school,544 7th Avenue,,+1-718-788-4482,,https://ms88.org,,School Social Worker,9.87,OpenStreetMap (Overpass),raw_unverified
Stanley S. Lamm Institute Preschool,School,kindergarten,,,+1-718-237-8833,,,,School Social Worker,9.87,OpenStreetMap (Overpass),raw_unverified
Visitation School,School,school,171 West 239th Street,,,,,,School Social Worker,9.87,OpenStreetMap (Overpass),raw_unverified
Acacia Network,Support Organization,social_facility,561 Court Street,,,,https://acacianetwork.org,,Program Intake Coordinator,9.87,OpenStreetMap (Overpass),raw_unverified
KoKo NYC,School,kindergarten,440 19th Street,,,,https://kokonyc.org,,School Social Worker,9.87,OpenStreetMap (Overpass),raw_unverified
PS 130 Upper School,School,school,,,+1-718-686-2270,,https://ps130brooklyn.com,,School Social Worker,9.88,OpenStreetMap (Overpass),raw_unverified
Hackensack Radiology,Medical,clinic,,,,,,,Pediatric Intake Coordinator,9.88,OpenStreetMap (Overpass),raw_unverified
Searingtown Elementary School,School,school,106 Beverly Drive,Albertson,,,,,School Social Worker,9.88,OpenStreetMap (Overpass),raw_unverified
Mesilas Bais Yaakov,School,school,420 19th Street,,,,,,School Social Worker,9.88,OpenStreetMap (Overpass),raw_unverified
Smart Kds R Us,School,kindergarten,29-31 Kermit Place,,+1-718-438-3013,,,,School Social Worker,9.88,OpenStreetMap (Overpass),raw_unverified
Public School 103,School,school,,,,,,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
PS 295,School,school,330 18th Street,,+1-718-965-0390,,https://www.ps295.org/,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
MS 443,School,school,330 18th Street,,+1-718-965-0390,,https://newvoicesbrooklyn.org,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
Garden City High School,School,school,170 Rockaway Avenue,Garden City,+1 516-478-2000,,https://www.gardencity.k12.ny.us/o/gchs,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
Public School 203,School,school,5101 Avenue M,Brooklyn,,,,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
One World Project,School,kindergarten,302 Vanderbilt Street,,+1-718-435-2840,,https://www.oneworldproject.org,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
Daniel Webster Number 2 Elementary School,School,school,,,,,,,School Social Worker,9.89,OpenStreetMap (Overpass),raw_unverified
P53K,School,school,544 7th Avenue,,+1-718-832-3563,,https://www.p53k.org/p53ms88.html,,School Social Worker,9.9,OpenStreetMap (Overpass),raw_unverified
Joseph F. Brandt Middle School,School,school,215 9th St,,,,,,School Social Worker,9.91,OpenStreetMap (Overpass),raw_unverified
Carrie P. Weber Middle School,School,school,,,,,,,School Social Worker,9.91,OpenStreetMap (Overpass),raw_unverified
Fort Lee High School,School,school,,,,,,,School Social Worker,9.91,OpenStreetMap (Overpass),raw_unverified
Our Lady of Liberia School,School,school,,,,,,,School Social Worker,9.92,OpenStreetMap (Overpass),raw_unverified
Third Root Community Health Center,Medical,clinic,380 Marlborough Road,Brooklyn,+1-718-940-9343,info@thirdroot.org,https://thirdroot.org/,,Pediatric Intake Coordinator,9.93,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,,,,,Pediatric Intake Coordinator,9.93,OpenStreetMap (Overpass),raw_unverified
Summit Academy Charter School,School,school,27 Huntington Street,Brooklyn,+1-718-875-1403,,https://sacsny.com,,School Social Worker,9.93,OpenStreetMap (Overpass),raw_unverified
Oasis Orthopedic & Spine,Medical,doctors,6000 John F. Kennedy Boulevard,West New York,+1-844-541-4550,appointments@oasismed.com,https://oasismed.com/west-new-york/,,Pediatric Intake Coordinator,9.93,OpenStreetMap (Overpass),raw_unverified
Long Island Spine Specialist,Medical,clinic,565 Hempstead Turnpike,West Hempstead,,,,,Pediatric Intake Coordinator,9.93,OpenStreetMap (Overpass),raw_unverified
Soterios Ellenas Parochial School,School,school,224 18th Street,Brooklyn,+1-718-499-5900,,,,School Social Worker,9.94,OpenStreetMap (Overpass),raw_unverified
Learn & Play Daycare,School,kindergarten,80 Herricks Road,,,,https://learnandplayny.com/,,School Social Worker,9.94,OpenStreetMap (Overpass),raw_unverified
NY Laser MD,Medical,doctors,289 Hillside Avenue,,,,,,Pediatric Intake Coordinator,9.94,OpenStreetMap (Overpass),raw_unverified
Red Hook Neighborhood School,School,school,27 Huntington Street,Brooklyn,+1-718-330-2238,,https://nyharbormiddleschool.org,,School Social Worker,9.94,OpenStreetMap (Overpass),raw_unverified
PS 130 Lower School,School,school,70 Ocean Parkway,,+1-718-686-1940,,https://ps130brooklyn.com,,School Social Worker,9.94,OpenStreetMap (Overpass),raw_unverified
South Salem Elementary School,School,school,,,,,,,School Social Worker,9.94,OpenStreetMap (Overpass),raw_unverified
Hellenic Classical Charter School,School,school,646 5th Avenue,,+1-718-499-0957,,https://www.hccs-nys.org/,,School Social Worker,9.95,OpenStreetMap (Overpass),raw_unverified
Hoboken Integrated Healthcare,Medical,doctors,90 Hudson Street,Hoboken,,,https://www.hobokenintegratedhealthcare.com/,,Pediatric Intake Coordinator,9.95,OpenStreetMap (Overpass),raw_unverified
Former Site of Roslyn–Flower Hill Elementary School,School,school,Center Drive,Roslyn,,,,,School Social Worker,9.95,OpenStreetMap (Overpass),raw_unverified
Red Hook Initiative,Support Organization,social_facility,767 Hicks Street,,+1-718-858-6782,,https://rhicenter.org,,Program Intake Coordinator,9.95,OpenStreetMap (Overpass),raw_unverified
Public School 47,School,school,,,,,,,School Social Worker,9.95,OpenStreetMap (Overpass),raw_unverified
Wallace School,School,school,1100 Willow Ave,,,,,,School Social Worker,9.96,OpenStreetMap (Overpass),raw_unverified
Mill Basin Yeshiva Academy,School,school,6363 Avenue U,,,,https://www.mbyacademy.org/,,School Social Worker,9.96,OpenStreetMap (Overpass),raw_unverified
P.S. 139 Alexine A. Fenty,School,school,330 Rugby Road,Brooklyn,,,https://www.ps139.org/,,School Social Worker,9.96,OpenStreetMap (Overpass),raw_unverified
Kessler Rehabilitation Center,Support Organization,rehabilitation,,,,,,,Program Intake Coordinator,9.97,OpenStreetMap (Overpass),raw_unverified
Passport Health Hoboken Travel Clinic,Medical,clinic,70 Hudson Street,Hoboken,,,,,Pediatric Intake Coordinator,9.97,OpenStreetMap (Overpass),raw_unverified
Public School 119,School,school,East 38th Street,Brooklyn,+1-718-377-7696,,https://www.schools.nyc.gov/schools/K119,,School Social Worker,9.97,OpenStreetMap (Overpass),raw_unverified
Hudson Elementary School,School,school,,,,,,,School Social Worker,9.97,OpenStreetMap (Overpass),raw_unverified
VIPediatrics,Medical,doctors,320 Peninsula Boulevard,Cedarhurst,,,,,Pediatric Intake Coordinator,9.98,OpenStreetMap (Overpass),raw_unverified
Hackensack Meridian Health,Medical,clinic,108 Washington Street,Hoboken,,,https://www.hackensackmeridianhealth.org/,,Pediatric Intake Coordinator,9.99,OpenStreetMap (Overpass),raw_unverified
Midwood High School,School,school,,,,,,,School Social Worker,9.99,OpenStreetMap (Overpass),raw_unverified
Montefiore Medical Center - Wakefield Campus,Medical,hospital,600 East 233rd Street,Bronx,+1 718 920 9000,,https://www.montefiore.org/wakefield,,Pediatric Intake Coordinator,9.99,OpenStreetMap (Overpass),raw_unverified
Terra Wellness,Medical,healthcare,153 East 4th Street,,+1-646-820-6160,,https://terrawellnessbk.com,,Pediatric Intake Coordinator,10.0,OpenStreetMap (Overpass),raw_unverified
Montefiore Medical Center - Wakefield Campus,Medical,hospital,4141 Carpenter Avenue,Bronx,,,,,Pediatric Intake Coordinator,10.0,OpenStreetMap (Overpass),raw_unverified
Chaminade High School,School,school,340 Jackson Avenue,Mineola,+1 516-742-5555,,https://www.chaminade-hs.org,,School Social Worker,10.0,OpenStreetMap (Overpass),raw_unverified
Stevens Cooperative School,School,school,,,,,,,School Social Worker,10.0,OpenStreetMap (Overpass),raw_unverified
DRS Yeshiva High School for Boys,School,school,,,,,,,School Social Worker,10.0,OpenStreetMap (Overpass),raw_unverified
CMA Free Arts Island Outpost,School,school,,,,,,,School Social Worker,10.01,OpenStreetMap (Overpass),raw_unverified
Brooklyn Treehouse Preschool,School,kindergarten,,,,,,,School Social Worker,10.01,OpenStreetMap (Overpass),raw_unverified
Public School 315,School,school,,,,,,,School Social Worker,10.02,OpenStreetMap (Overpass),raw_unverified
Ridgefield Memorial High School,School,school,,,,,,,School Social Worker,10.02,OpenStreetMap (Overpass),raw_unverified
Tiny Purple Pantry,Support Organization,social_facility,,,,,,,Program Intake Coordinator,10.02,OpenStreetMap (Overpass),raw_unverified
The Waldorf School of Garden City,School,school,225 Cambridge Avenue,Garden City,+1-516-742-3434,,https://www.waldorfgarden.org,,School Social Worker,10.02,OpenStreetMap (Overpass),raw_unverified
Calabro School,School,school,524 Park Ave,,,,,,School Social Worker,10.03,OpenStreetMap (Overpass),raw_unverified
Lewis F Cole Middle School,School,school,467 Stillwell Avenue,Fort Lee,,,,,School Social Worker,10.03,OpenStreetMap (Overpass),raw_unverified
Waldorf School,School,school,,,,,,,School Social Worker,10.04,OpenStreetMap (Overpass),raw_unverified
Middle School,School,school,,,,,,,School Social Worker,10.04,OpenStreetMap (Overpass),raw_unverified
Lower School,School,school,,,,,,,School Social Worker,10.04,OpenStreetMap (Overpass),raw_unverified
Pre-K and Kindergarten,School,school,,,,,,,School Social Worker,10.04,OpenStreetMap (Overpass),raw_unverified
Dr. Leo Parnes,Medical,doctors,,,+1-718-853-2462,,,,Pediatric Intake Coordinator,10.04,OpenStreetMap (Overpass),raw_unverified
Yeshiva School,School,school,,,,,,,School Social Worker,10.05,OpenStreetMap (Overpass),raw_unverified
Palisades Park Junior/Senior High School,School,school,,,,,https://www.palpkschools.org/Page/24,,School Social Worker,10.05,OpenStreetMap (Overpass),raw_unverified
"Anthony J. Kyreakakis, M.D. Cardiology",Medical,doctors,,,,,,,Pediatric Intake Coordinator,10.05,OpenStreetMap (Overpass),raw_unverified
"Georgw J. Kyreakakis, M.D. Obstetrics & Gynecology",Medical,doctors,,,,,,,Pediatric Intake Coordinator,10.05,OpenStreetMap (Overpass),raw_unverified
Hebrew Academy of Long Beach Elementary School,School,school,,,,,,,School Social Worker,10.05,OpenStreetMap (Overpass),raw_unverified
Holy Family School,School,school,,,,,,,School Social Worker,10.05,OpenStreetMap (Overpass),raw_unverified
Paul D. Schreiber High School,School,school,101 Campus Drive,Port Washington,,,,,School Social Worker,10.05,OpenStreetMap (Overpass),raw_unverified
Public School 152,School,school,,,,,,,School Social Worker,10.06,OpenStreetMap (Overpass),raw_unverified
High School,School,school,,,,,,,School Social Worker,10.06,OpenStreetMap (Overpass),raw_unverified
Woodmere Middle School,School,school,1170 Peninsula Boulevard,Hewlett,,,,,School Social Worker,10.06,OpenStreetMap (Overpass),raw_unverified
Mineola Middle School,School,school,200 Emory Road,Mineola,,,,,School Social Worker,10.06,OpenStreetMap (Overpass),raw_unverified
Chaminade High School,School,school,,,,,,,School Social Worker,10.06,OpenStreetMap (Overpass),raw_unverified
Hoboken Childrens Academy,School,school,,,,,,,School Social Worker,10.06,OpenStreetMap (Overpass),raw_unverified
Passport Health Brooklyn Travel Clinic,Medical,clinic,674 4th Avenue,Brooklyn,,,,,Pediatric Intake Coordinator,10.07,OpenStreetMap (Overpass),raw_unverified
Hoboken High School,School,school,800 Clinton Street,Hoboken,,,,,School Social Worker,10.07,OpenStreetMap (Overpass),raw_unverified
Al-Noor School,School,school,675 4th Avenue,,+1-718-768-7181,,https://www.alnoornyc.org,,School Social Worker,10.07,OpenStreetMap (Overpass),raw_unverified
